x,y
205,213
470,696
43,-869
504,280
478,-941
-23,763
-522,-116
-95,-803
316,229
501,-772
-676,-583
597,-310
34,516
-367,172
-768,-172
992,219
-407,773
-371,430
-870,-449
930,-659
367,167
403,-176
-996,378
-597,649
-900,840
-972,-726
-160,650
676,922
213,-300
-653,717
-166,835
-290,-921
608,229
19,-166
368,-12
490,-581
-171,-290
701,-361
671,928
-800,-84
-417,-346
908,117
-493,598
-555,-280
-56,599
-361,717
-835,80
722,866
-364,-335
-25,-869
568,399
-841,265
-404,266
-370,-150
-21,4
805,-412
414,-68
903,123
-97,948
-696,-135
749,-344
-600,327
-215,138
621,410
-788,276
-850,-602
-840,86
960,-124
-343,892
994,-540
920,477
421,-402
-978,152
529,821
-96,769
-20,-145
79,-920
-823,440
175,-458
514,-992
610,-530
-799,-664
-13,-509
-987,-715
580,759
-490,91
-881,435
-420,-668
130,-982
386,893
623,82
571,-108
-551,-966
347,184
932,837
-94,441
183,-971
-120,-780
2,903
-60,25
-258,-714
-747,-905
239,92
736,898
-350,-303
-340,385
460,1000
-290,502
95,313
773,-755
835,123
243,965
-478,451
-530,261
-504,-770
957,-446
-382,913
-7,36
280,-688
394,380
-971,518
-694,-894
302,791
579,-621
-161,-431
50,-211
389,-745
547,595
-730,580
-381,734
-104,-678
-42,200
-980,-349
-581,-78
-483,457
538,-272
877,-806
-923,-596
855,-943
1,-477
436,-549
871,-621
-492,-410
344,-138
-149,-71
190,-605
-774,-123
114,339
-287,-5
0,-729
98,-194
210,801
-40,-128
299,-662
-603,698
892,606
866,-615
-533,-61
241,-667
113,87
-859,-46
-911,-236
-572,-770
139,-944
-414,570
488,-790
550,88
797,-35
-380,154
320,565
-71,909
-321,-20
-271,97
-798,580
-327,165
910,781
160,283
848,-97
-962,-575
68,694
-643,868
-280,-770
-745,591
592,-841
-847,314
63,-431
-63,396
-865,-292
470,859
747,-553
346,-897
-540,996
280,735
-131,-297
-309,340
-720,-692
340,-712
178,458
116,-420
579,802
654,900
551,-492
-361,180
-12,334
-549,129
-601,-61
120,453
-68,402
-479,-630
-130,-476
758,-14
231,469
-795,73
762,859
-699,535
75,-71
450,-948
-863,-620
-175,-1000
436,874
358,-537
605,-660
128,-60
138,628
964,212
-435,766
902,-666
-349,540
-740,884
-26,-527
-102,417
247,571
335,418
-657,-394
-220,-393
119,-927
215,-465
554,-999
27,-516
925,634
949,-470
-111,-450
-851,-260
897,-660
324,-522
272,-712
709,-711
-640,-40
669,-110
617,-300
729,695
-295,372
880,110
950,-649
447,982
760,-773
-988,-373
-90,777
-830,967
-340,-152
-731,192
319,-516
-771,793
3,187
-398,-157
-909,859
438,115
-596,-896
536,650
-526,597
-161,-968
188,-814
336,-162
-65,-506
-55,182
-381,197
-684,388
-746,-490
551,931
-499,-613
363,880
-1,193
798,808
423,-567
-976,-13
670,-690
578,-279
927,-125
15,547
674,183
450,475
-610,495
-672,-383
424,-746
-915,613
697,352
286,-680
783,126
-231,491
46,-921
98,-731
194,-269
629,-341
-780,-475
665,-684
968,-875
840,-121
155,-978
688,-515
281,-674
-430,-500
67,306
955,768
991,425
-506,444
-969,-778
-71,372
-374,563
27,907
963,-869
61,491
739,-577
264,96
-574,-249
-700,578
298,-320
683,-509
493,-633
985,746
78,845
453,-32
391,-910
690,-843
760,650
171,255
-767,-294
470,322
17,-212
165,440
-470,-300
-522,-490
73,851
-552,799
-624,-767
-676,-957
-213,265
162,-612
60,-889
130,604
906,71
-6,743
940,-345
561,790
802,-279
-74,50
-126,-140
808,667
-314,-191
-218,271
-416,-468
-817,-812
-695,871
19,-540
420,-196
456,-539
917,610
-893,132
-945,-58
-508,-57
230,-320
-510,-130
-171,-664
424,677
362,-201
-662,-524
-602,281
-273,-941
164,-940
270,210
-852,-648
98,692
908,-257
455,-791
-493,224
-555,-654
780,497
415,-190
-220,-930
129,-776
-150,563
-124,-468
287,564
-749,-520
-937,-571
508,-780
-308,354
492,969
430,91
-532,646
466,-252
-446,420
242,40
278,-303
186,108
585,379
621,36
559,-842
683,914
545,980
615,221
-882,240
-846,-103
-507,-637
-46,512
668,-899
-72,-709
826,441
-922,841
-296,-417
299,924
-200,45
638,390
333,508
-737,-160
-789,-350
610,-904
-891,-627
7,523
817,-426
-921,662
-644,-750
-243,-406
350,862
-397,-873
-650,-565
-301,-411
196,395
633,396
972,-138
-54,-534
156,996
-245,652
-956,826
932,463
-34,872
650,750
-376,354
460,626
-290,128
-913,149
33,-939
59,282
243,591
520,-821
-103,-800
530,-133
592,745
681,-718
454,811
639,-190
-299,-739
-289,-51
537,-467
-862,87
-924,-791
645,756
72,894
-766,549
-391,-328
10,16
481,-399
-421,961
-82,427
317,698
692,-179
291,-523
-735,-919
189,-800
-871,-780
-713,560
-765,370
-189,-975
779,-584
-959,504
-247,-980
651,170
-313,652
52,-913
401,-759
463,119
-379,32
-40,-502
832,-573
-230,-626
155,-815
-671,-369
889,-820
-362,386
-763,42
883,-635
-568,-271
-81,-153
-45,-496
817,997
693,-759
-746,396
601,-348
940,-882
126,325
-265,669
-218,-266
-619,-610
219,-265
750,125
65,-732
526,417
125,73
161,-270
-873,971
-847,-60
-909,-938
-899,-250
-849,-133
-350,746
-63,22
63,-805
596,-342
648,-152
961,345
-602,-256
-165,-255
270,-327
306,-670
240,962
-259,83
178,84
-734,756
-858,-1000
425,-39
958,424
-940,99
-792,751
768,300
291,900
666,23
380,-563
-923,453
-584,-81
512,-444
911,-173
973,705
999,-326
35,156
-989,-167
-590,104
-492,639
230,-157
-840,-825
-708,-706
-846,-640
0,320
375,-557
471,-95
-477,920
-102,43
-164,-835
-66,-300
-40,921
770,-28
-246,264
-657,-768
-220,-767
-98,916
-687,521
-410,-891
-358,-701
27,-890
-252,449
827,-275
-937,-408
923,187
-939,-481
386,-18
334,-208
-295,-1
-245,115
140,-74
-84,218
726,-731
483,265
-587,-403
285,-474
720,-546
-741,-870
878,794
167,968
-306,-942
-208,-407
243,54
227,-479
915,-859
-372,690
-7,-875
552,809
490,-69
901,963
-3,-1
494,804
833,270
-253,-931
96,-777
-95,409
715,-540
-345,-520
-944,649
439,-438
-624,819
890,23
-421,424
-473,234
301,-372
-100,-716
-950,834
-601,988
-236,-577
-515,762
271,917
-703,711
-571,830
-518,-290
450,101
-863,429
-139,-294
749,168
-764,-346
-215,650
793,440
158,-300
-780,-849
-431,-695
902,383
-497,937
-523,-284
-924,-628
-36,-166
836,-237
784,-427
-964,-27
560,-135
-529,-99
-815,-685
-220,656
129,810
-683,-566
-845,604
-9,876
801,-73
-41,-160
-752,14
-814,-864
-265,132
110,-745
-828,958
170,60
-952,-798
-906,-453
545,-817
703,523
-80,-869
894,-663
68,-217
-323,127
16,-407
52,-750
78,471
355,-941
-172,-458
888,-478
-14,882
-86,-684
-797,-510
-76,4
359,-68
-711,-736
-152,948
-579,-617
-340,897
-741,553
319,533
-306,481
967,754
227,944
165,66
540,-811
566,410
-799,548
376,286
-275,-987
-690,491
-253,492
24,-920
130,230
906,-303
956,-186
992,-529
-68,-509
80,143
-970,851
90,831
-288,656
-791,35
-452,-499
-354,36
-695,497
-320,-380
-17,-571
19,-914
177,426
420,-570
-508,-431
454,-986
-484,717
-73,-503
326,-232
-540,785
-211,-437
138,-283
260,-852
-790,-144
731,985
-704,-370
543,934
-866,800
132,-98
-734,919
30,-375
-681,-201
814,-293
662,-687
712,-570
660,-760
-739,-206
185,-87
472,-811
-440,-139
432,-210
380,-400
492,595
430,-283
-943,-760
-107,-488
374,-215
-137,801
236,-149
-824,-129
-788,-472
184,-339
621,-338
-754,-888
920,-271
-906,970
-942,-939
918,-344
954,-687
-10,-205
487,601
764,-811
-984,-411
263,893
299,550
-771,-118
576,-862
724,-210
13,-36
99,-262
83,-795
596,544
-865,220
-829,-123
-428,221
570,-677
-394,-195
382,-728
392,-40
504,955
540,612
-921,288
879,78
-85,560
290,-317
-548,-662
340,-200
689,-46
439,-975
-489,-836
-716,693
-680,350
60,160
120,965
930,16
778,-378
802,770
-222,447
-972,-51
-186,104
117,-87
311,910
776,-451
684,-40
51,-707
-416,581
243,217
-530,-487
19,509
-945,991
-570,114
-632,-764
-231,-420
-474,576
300,-30
639,-564
-263,796
661,915
260,571
-800,591
537,-841
411,-14
20,330
70,447
-233,638
507,448
603,910
-894,929
-180,-482
257,-481
890,186
317,324
790,-18
129,273
-124,581
261,392
199,-486
590,-830
-312,530
-937,478
508,269
-404,941
-805,597
-867,-281
-564,-472
-456,751
-370,525
-432,-353
-594,817
502,454
-620,-404
841,-80
252,-475
312,330
-758,-338
-712,7
990,-738
-652,812
-277,-65
62,-599
421,273
457,-70
858,274
-655,-240
954,736
-106,756
-72,340
303,-537
-296,632
-609,135
-208,479
-164,751
-859,-794
-911,-984
-13,166
412,-594
-977,648
21,-250
847,-666
-891,422
-177,-989
853,280
-983,833
192,571
202,-993
-684,900
439,448
-650,484
413,-773
160,-465
321,-362
870,634
-495,772
-346,114
-747,-230
-310,-229
588,921
-873,597
-402,182
424,-234
-504,-95
-217,-819
204,931
579,54
665,-172
952,-896
477,-223
76,-567
-413,-758
-924,258
-206,-280
762,111
-735,130
-360,-747
-871,269
137,59
512,-818
634,865
-426,885
-827,541
-390,542
-51,8
1,198
-149,604
964,-536
-435,18
-339,480
-62,-932
427,-741
924,65
-250,-983
672,-937
303,886
-98,542
740,887
-322,834
-723,490
-286,491
-49,-320
-450,-664
-380,829
386,-392
725,-926
-239,-444
695,363
-107,-325
669,-858
-706,844
-269,845
765,-396
443,-639
-84,-156
-834,-654
-900,978
-962,100
-238,-623
-186,-433
-465,906
756,989
-218,783
-280,-95
-342,-973
496,-628
690,369
65,317
-336,-27
161,779
839,-289
-865,383
372,999
-724,-890
-664,-85
-628,-428
-289,-962
-217,604
-470,912
645,-155
-756,326
340,-37
214,790
551,183
-421,50
-920,-829
-910,-141
-48,-900
-575,-417
-976,-761
-236,-951
758,661
18,851
508,-268
265,728
-805,60
-386,-545
-985,624
-897,471
49,-617
789,-807
-87,-478
723,825
506,790
731,-812
543,-863
-379,-879
-770,-535
-994,-243
902,9
-846,409
-872,-812
313,-386
652,-920
-938,820
-990,630
-503,748
-154,902
560,-509
-352,163
744,-200
145,969
458,-786
616,554
-881,573
215,210
-907,-648
989,-396
-660,-771
-265,-242
-794,168
-357,169
990,-575
140,975
68,-591
756,-971
-449,580
-521,-986
-50,851
-24,-180
664,-560
-797,-884
700,-903
-978,990
-264,-421
359,-442
698,-976
-178,-647
-208,642
-270,-236
915,190
504,-842
-905,-976
-408,-170
-460,-360
316,-893
-622,810
813,-87
-997,-565
909,375
-151,395
-901,-103
-213,-483
-65,169
274,-365
284,323
721,324
-628,995
96,272
122,-759
-157,580
-868,754
130,-144
-8,-78
-970,477
439,611
926,729
962,386
-884,251
-597,-473
-126,-888
824,452
-976,662
-140,934
-541,590
-330,810
-695,123
239,930
-534,226
-484,343
-109,-534
-712,893
-866,426
6,355
-493,-524
-457,-867
-56,-523
431,-405
379,-595
780,-251
816,-594
-960,764
-872,611
-158,-800
-148,-112
-88,693
784,622
-687,-390
-302,-579
211,760
682,345
630,155
-841,-857
-380,292
-282,827
-5,-585
31,-928
67,981
93,-50
492,221
-594,-980
-634,-379
298,355
-824,-503
621,-712
48,-574
206,766
-195,422
483,-646
-978,-970
-880,-435
-80,180
-830,-318
493,42
918,-718
16,642
980,160
-10,-579
-922,93
-984,-785
193,-974
602,-15
-200,-703
-112,-856
99,-636
536,-635
596,170
-865,-154
919,-897
444,-224
843,47
-520,258
-921,-86
254,-348
340,-574
-283,-553
-772,-744
535,-887
-864,-333
-716,319
-680,-24
-279,320
8,-404
930,-358
-371,731
940,330
-996,679
-160,951
-972,-425
588,-876
710,807
-290,-620
59,-466
496,-465
-452,550
582,-691
-530,-861
-320,669
-382,-209
-510,545
302,-331
-646,684
300,-404
799,475
138,766
164,-265
451,-989
20,-44
106,-270
-964,-938
393,-994
794,-650
-457,556
317,-50
-986,966
-647,432
-220,-255
261,18
600,-516
660,289
758,824
462,-450
61,-794
-5,838
-31,-383
841,-454
-995,99
-185,-850
713,300
-696,166
-810,-902
62,-973
611,23
950,-511
-850,-301
806,-290
-882,915
-507,38
-168,-496
329,310
-731,330
800,-105
-697,-86
-270,-773
79,-619
951,-690
-226,-501
909,-162
-927,391
518,182
-855,-295
-358,511
-420,-367
330,131
356,-900
853,-94
-546,460
290,732
567,-680
-173,-490
-684,526
-650,110
-702,-80
-640,798
-311,-424
38,-270
126,-423
222,39
535,536
-341,865
-403,-13
-804,-357
962,-151
433,259
-930,470
-192,207
341,670
776,598
-873,223
-847,-808
-11,-536
-412,-880
95,614
85,-74
23,-952
372,-798
-478,752
-540,-126
-530,562
-201,-660
-43,680
773,-454
-145,403
-536,747
-197,213
665,-546
-237,814
50,90
-12,-788
477,-597
-148,-649
10,691
445,619
820,-258
-180,567
788,958
762,-263
963,-731
1,-176
-488,-367
-400,-520
775,-782
881,368
-518,922
-929,-110
819,-510
-155,-716
631,-561
-281,111
-343,-767
250,501
-774,178
-714,983
487,-310
-912,244
-40,173
457,979
796,445
333,-777
-292,-829
303,512
-757,532
-819,-346
-480,-880
652,666
53,-417
149,45
-115,938
821,-838
258,-12
-45,179
196,-890
452,985
-331,-407
-732,-751
-295,-750
-245,-633
699,862
-337,-222
874,-827
-577,-463
-188,-880
746,-73
756,615
-557,943
219,410
105,-658
-755,204
-807,14
-869,-864
690,-5
-320,132
-382,-746
99,-473
424,815
861,816
-165,420
-852,-510
803,811
741,-67
106,-807
978,-878
76,482
850,-124
860,564
-601,240
261,-519
758,287
-641,841
18,477
-170,426
117,-298
508,-642
614,508
-857,-504
380,112
512,231
-558,-437
-524,-853
-175,-699
-17,641
-989,508
-991,435
-893,970
717,636
-405,-222
503,-636
-335,-981
-70,-498
-559,-689
365,-570
-589,600
-661,-966
-964,-775
-224,-965
221,-349
560,-883
718,457
392,472
-759,-370
-937,267
-163,-339
821,585
430,929
795,-636
170,-688
729,996
677,806
-794,-206
-696,329
-455,-740
575,529
-24,-554
473,252
483,940
-701,-796
730,817
-342,76
-316,-955
95,77
-468,903
468,-873
165,-682
905,-872
-23,-733
490,606
99,950
-875,744
721,-50
807,-276
86,-790
34,-980
96,-102
-816,570
-792,-534
-844,-724
-443,-380
-345,155
80,-605
90,83
393,-108
455,770
-110,-729
449,955
-976,288
-627,442
710,-990
634,-46
-328,509
-390,-369
143,94
-356,-785
482,-440
203,899
578,22
-919,41
-981,-837
-893,-990
-83,313
-57,-718
640,900
887,777
326,-980
-915,914
190,-841
-712,519
-678,103
-642,-240
629,-40
-770,514
-333,515
405,252
343,-626
-958,463
40,-435
-471,581
-862,925
866,-851
-427,853
722,-630
211,386
-190,42
-252,-836
-180,730
-378,-9
-430,-199
93,-424
-35,330
-97,-548
801,602
400,258
-660,278
739,-276
-512,930
-574,52
-702,806
84,961
170,735
-890,755
-854,412
-577,-1000
493,-332
-455,683
-323,802
-46,-610
852,540
361,680
760,951
572,900
-517,936
-579,58
510,22
596,-204
205,140
981,-393
418,433
905,551
879,-670
-460,689
-95,-876
316,156
350,-260
-720,-928
-710,-240
-562,412
214,-121
-239,-655
-315,289
-305,977
80,818
804,95
305,-784
403,-249
-222,-301
-74,351
-699,299
-290,-994
59,-840
-791,710
556,-34
983,-721
368,-85
855,33
115,223
-570,-634
815,634
861,979
-708,-568
-760,-758
-461,-691
-355,459
982,-973
533,921
-928,597
-894,181
-82,-695
718,-80
754,-423
-549,593
-272,-819
965,-203
-364,-408
-440,536
-805,-151
93,999
-370,-223
-969,946
-943,-85
-995,-275
-584,757
713,-74
-590,942
186,409
-788,203
-778,891
920,404
421,-475
-481,885
-10,470
329,-64
-260,-459
289,537
-112,193
612,-530
638,691
-388,295
-789,-49
-300,142
135,70
632,876
580,686
-480,706
-394,480
827,563
-592,-259
-644,-449
-305,-983
-95,547
290,358
228,-520
853,-468
-283,496
-674,840
314,-746
-249,80
38,-644
936,506
-812,906
535,162
-499,-849
60,835
-439,-44
495,763
-565,783
-245,953
94,419
834,229
930,691
-870,901
-156,-510
-557,-854
932,764
331,-392
-60,-48
-972,624
-633,90
-136,896
-188,706
239,19
640,363
622,-243
961,-777
-975,-428
-636,-962
582,358
931,512
-540,-500
-941,-844
-530,188
-103,-499
731,-300
-570,789
-135,717
579,-694
639,111
-385,-212
-299,-438
-289,250
948,866
573,-509
-826,45
10,317
890,861
630,-756
-621,450
-236,261
103,-273
-400,-894
-999,275
-965,-141
-626,-675
-528,-140
-189,-674
-93,-212
-83,476
5,323
406,667
819,-884
252,200
493,-869
-758,337
-714,609
0,-802
401,-458
-30,487
385,-961
-168,553
-579,-479
840,343
652,292
981,-930
-609,810
-885,912
550,15
-572,-843
889,-519
923,-935
474,959
422,769
396,-452
735,-986
-516,220
-143,-730
416,954
755,420
-680,-935
314,677
-798,507
126,626
465,92
848,-170
447,-514
-952,40
-156,913
-557,569
-280,-843
219,36
690,-379
-468,-894
-258,636
-310,446
-534,738
-214,908
997,303
85,975
33,785
520,903
-540,923
655,-215
741,-441
20,-955
553,-492
-944,-473
603,-375
-447,333
-848,-11
-509,-545
988,-564
425,262
-325,-236
-38,-960
511,36
886,-841
-52,862
-16,519
820,791
758,-87
18,103
-693,277
-667,-754
265,-20
-370,-760
877,544
-584,220
999,-25
-560,-884
-452,339
384,611
-155,333
-119,-10
631,488
-708,-405
190,745
467,-667
-375,-754
523,396
810,-328
-599,-462
-589,226
221,-723
-629,827
656,-795
708,-605
-631,754
-194,755
83,-657
965,-40
-785,287
87,216
-973,236
-546,-451
-825,888
-450,11
949,-543
324,-595
769,21
-265,-990
643,848
-680,488
8,108
443,36
818,-841
-930,-441
539,498
-84,519
-50,103
-962,775
-238,52
-90,704
-491,360
-715,652
-340,-225
622,-780
730,443
-280,580
-244,237
131,-640
530,-369
-721,837
-773,647
55,304
500,920
-909,786
240,-697
-901,-851
675,-769
-688,-558
-690,-631
96,-476
984,-14
-283,659
-233,776
116,930
890,324
-920,-154
-134,1
14,653
676,-948
-627,68
-288,-466
209,340
-390,-743
117,751
542,-9
-867,-143
979,-8
-883,-676
885,330
-149,-681
358,813
-145,192
-527,-856
-806,483
629,-414
56,-276
503,413
40,-809
780,-999
-898,894
-960,16
-122,361
313,289
-88,-55
740,-398
461,941
409,751
273,890
744,475
-779,-727
57,-455
518,694
991,352
-855,217
-845,905
-568,-507
801,228
-598,782
-660,-96
400,-116
264,23
202,-855
298,-393
84,587
-265,433
-666,89
-327,-445
-854,38
-916,-840
-794,843
-323,428
-120,33
878,-865
786,-454
596,-578
-368,-96
7,-973
408,-629
843,-701
-217,-681
376,587
-614,-152
274,310
-91,-377
-812,-891
807,773
-305,603
-367,-275
459,-691
156,-500
844,-880
-844,325
830,942
804,-279
-160,203
-998,-142
-64,665
-126,-213
772,937
77,-608
-663,-418
522,8
460,-870
556,-408
644,-561
814,-792
-320,-79
480,536
-550,398
-612,-480
224,-208
234,480
98,619
757,255
-154,-383
30,-74
379,80
477,615
-158,-125
-210,-315
-783,-177
-286,629
-348,-249
-216,-130
-39,506
-440,162
630,830
370,-787
-542,-115
242,-33
617,-910
390,619
-600,-120
585,306
621,-37
-291,635
58,789
82,-315
-880,240
-639,-829
519,-314
-445,168
792,784
-731,-418
-392,-952
167,732
201,316
-200,-28
175,-905
786,969
385,625
-398,-767
-300,-232
570,-376
-394,106
879,379
290,-16
-283,122
214,928
-624,583
90,-828
100,-140
152,50
501,204
972,-211
222,-709
60,461
-2,-417
399,-73
932,390
-565,409
966,-26
-541,-695
403,800
-60,-422
117,214
-186,405
249,333
588,-201
-324,471
-725,127
-777,-63
674,-427
548,400
887,-134
921,-550
296,-602
-668,-120
-231,-119
-145,-345
240,-534
-289,-124
260,872
-862,14
-826,-329
-417,630
10,-57
856,903
890,487
-174,765
153,-530
973,-791
71,569
-999,-99
785,-842
-502,707
-805,898
-965,-515
-179,-360
370,636
-31,292
745,-241
933,-190
-656,240
-560,702
713,975
-748,651
-383,-914
-714,235
401,-832
950,164
-501,528
-902,184
-264,-283
-655,61
329,985
606,-427
694,-580
-226,174
-763,-31
47,-980
518,857
-516,-154
382,996
330,806
-746,323
439,749
38,405
910,334
509,-10
373,129
-126,-750
407,-287
-617,-610
-619,-683
279,467
315,124
-346,415
-747,71
750,52
177,190
-883,210
-873,898
49,944
362,-811
895,-348
174,-862
270,-400
609,-934
803,63
-694,82
741,-815
-223,-333
952,-595
-413,-457
363,-990
912,6
172,196
-52,488
419,73
-196,709
-607,-323
-430,313
-456,-908
-735,431
-298,432
77,-445
189,550
-985,-498
785,581
35,83
-590,31
845,-866
-778,-20
-405,-970
591,715
-880,-297
-383,509
-846,-713
-62,-631
-537,42
-477,847
-102,-30
-40,848
273,-907
333,-102
-230,724
-418,673
-480,-205
580,-225
17,601
-286,792
-785,-87
-9,-620
43,-430
488,186
-911,740
87,-158
540,376
827,-348
-825,514
889,530
925,187
883,715
831,525
-45,854
196,-215
8,-266
505,540
104,196
479,-681
541,197
-824,335
-186,-132
-116,-891
-340,-599
-182,741
95,-671
193,-136
243,-19
592,135
-869,-189
3,-260
151,392
302,-193
-89,151
799,613
843,885
148,-660
146,-733
-816,-178
705,951
-417,93
-730,-404
-329,-60
890,-50
-858,350
-910,160
-509,504
587,141
301,-445
-288,-840
979,-382
-432,-589
-985,925
-610,48
-672,-830
635,-973
186,921
-955,767
605,316
194,-716
-744,987
-806,109
-708,644
-379,-578
118,228
-932,936
-497,864
-471,-167
-122,-13
-62,792
810,721
748,-157
-625,-634
-467,706
211,-362
-815,-758
-220,583
-282,-295
991,-22
-568,-881
-420,-229
-35,-418
27,460
-546,598
-947,254
-660,-470
-608,-280
452,-300
791,-834
949,506
-626,-886
-15,988
-700,131
-762,-747
-702,58
170,-13
-890,7
68,-290
-896,192
-521,-685
-639,757
-274,-808
-264,-120
786,-828
-116,532
-517,188
161,-880
-751,-208
-741,480
470,-125
530,680
967,681
474,748
751,-664
-997,-264
909,676
188,162
721,625
96,573
-413,-994
122,-458
557,-530
715,810
-345,830
830,568
-8,223
768,-310
900,-191
-607,-860
-597,-172
-110,-54
-74,-397
337,635
762,-125
-360,-983
121,-710
634,629
-889,-573
-354,-37
384,-300
-356,-110
-17,-644
19,-987
881,506
516,-181
927,851
-83,988
-396,491
-510,-577
789,917
190,-166
-550,24
-612,-854
-211,-510
661,-581
-399,-561
260,-925
-642,435
72,-976
471,-705
856,-894
908,-704
-780,501
780,50
718,-828
928,702
475,168
-924,722
678,-227
-835,-741
-625,789
586,184
646,989
584,111
-979,-490
-542,-489
390,245
400,933
202,194
-538,384
140,-684
637,122
246,466
647,810
673,-221
986,276
-4,-463
483,-345
-80,481
-543,-741
792,410
730,-468
-172,892
-984,-484
-635,-330
197,200
-579,733
-240,199
-230,887
546,354
-526,-387
-480,-42
69,954
-905,748
-967,-130
879,5
-470,676
-121,830
-496,-545
254,-47
655,297
-658,625
501,-170
196,-52
134,-930
-874,-720
122,965
-437,-719
-716,620
-367,774
-1,-791
8,-103
24,430
-966,-309
834,-519
-68,841
305,-109
-170,564
-232,-314
-972,-124
-284,-504
-186,31
-126,836
203,-386
213,302
640,-385
736,77
548,26
147,-318
-416,508
420,780
-320,970
115,898
230,656
302,-30
240,-908
938,-570
198,-380
-523,-894
-914,-550
36,790
-26,-88
411,-87
-391,-775
409,-160
44,-847
-180,-555
754,252
-210,734
-124,508
600,-215
-426,-611
-404,868
-805,524
-466,-10
-127,-544
370,262
709,-272
278,673
555,-739
-373,-600
-323,-483
62,-672
114,-482
-886,343
-840,688
-788,878
-451,271
858,201
-603,-123
-70,340
-731,631
606,-801
704,-266
141,560
-661,-128
-322,-662
227,334
915,-46
-362,-61
-352,627
135,745
73,-133
797,-856
320,-256
817,550
-243,570
-654,-462
-706,-652
130,-380
-842,-513
-271,-724
166,-723
-58,-431
601,-795
74,-312
-936,-175
337,98
-403,288
870,561
-591,237
-617,-984
904,145
-166,-523
-120,-178
183,-369
331,283
341,971
778,972
143,232
750,-322
-162,350
464,-908
516,-718
-412,-579
-813,-923
49,570
372,-497
-530,863
-704,-980
-355,-826
-257,-291
240,515
-638,771
816,-830
-148,-348
172,-178
-114,-764
323,-763
257,869
534,-543
-206,-353
-769,473
-430,-61
-673,935
-334,401
189,176
-837,-220
-498,-754
-51,-65
-189,1
308,807
683,-70
631,-260
-119,-758
440,926
779,392
-307,-809
493,-194
-820,134
-497,-933
-323,940
-339,407
862,-886
872,-198
361,818
-138,-61
-200,-939
-40,474
770,-475
303,813
678,-64
-829,-733
53,-116
540,2
149,346
-911,366
550,690
350,-122
386,-465
334,-655
787,-121
883,341
-542,-326
-203,-860
669,-931
-768,-107
-732,-450
-680,-260
976,-249
-860,304
403,-111
413,577
900,695
-587,-850
-90,-44
259,110
285,-921
407,762
-715,-96
-376,-630
-280,-168
654,639
602,449
-817,-373
-320,433
-33,-291
-971,-840
300,-640
747,49
833,-177
270,649
705,577
741,234
551,110
-82,-557
-920,-902
-483,-901
-473,-213
353,-629
577,-921
890,-424
397,-357
-140,-562
-541,-906
-302,608
-607,726
594,-567
41,947
841,-690
-801,860
-560,-209
-462,326
-989,809
-616,-141
595,-746
868,352
427,609
-72,-270
365,-269
714,-115
-250,367
770,948
369,604
-691,624
-414,-788
708,70
744,-273
-318,-326
-220,209
580,824
215,137
330,-105
-71,-449
426,357
524,892
-947,-120
-608,-654
959,820
-15,614
-736,100
-265,-315
74,-849
719,609
-804,-593
641,-802
469,-320
453,-853
904,-392
513,-48
-425,-597
700,-976
285,502
-116,158
-178,-720
624,-32
-392,260
434,-156
470,-499
869,-228
-494,-17
-408,-243
438,717
-622,737
240,-22
-562,-710
-213,-556
-3,974
336,440
310,-781
685,594
96,199
583,317
679,779
-730,645
-792,-233
992,-976
481,40
80,-304
429,-150
231,-889
824,379
-390,-68
482,-139
480,-212
-893,-689
-83,614
-484,270
326,-679
200,148
-764,630
-241,405
-740,-474
-902,696
-379,471
-770,815
-832,-63
-894,-941
-493,-597
405,553
379,-668
780,-324
-934,-340
-246,-720
-36,810
-98,-68
-88,620
652,430
211,687
534,-380
-717,826
620,-606
969,-452
-282,754
-907,702
-193,-709
430,-730
-420,820
-35,631
989,954
390,-129
677,-853
-634,-452
176,851
-225,507
264,698
986,-98
-752,990
74,574
-728,-114
980,87
-481,-237
730,-842
-679,-976
852,841
167,-16
-922,20
-635,-704
664,790
602,-88
690,-241
-771,-565
-200,-776
-240,-175
-803,651
504,508
-618,-350
-520,185
280,800
-470,302
-496,-919
412,919
288,-837
-772,-817
162,-10
-588,-508
649,108
988,-426
24,56
-565,-339
-870,-221
403,52
-160,878
-222,0
614,272
-136,-226
650,-71
762,924
111,-349
460,-195
-913,-672
887,-882
855,334
829,-887
-171,-62
815,935
701,-133
-708,-267
503,-872
661,468
547,-600
757,930
-355,760
-766,-272
10,-805
72,73
168,535
-990,20
507,1
-56,827
283,293
-22,411
-220,-328
-210,360
788,-538
626,632
-809,-723
-374,-795
-426,-985
-216,545
-999,-847
558,-61
897,-595
-466,-384
995,-60
-406,421
677,570
-824,847
960,104
387,242
-4,586
325,-636
822,170
-577,724
806,-363
-116,-379
-605,-570
-70,-34
-731,257
-270,-846
638,992
514,-764
-925,391
-266,27
-901,-713
320,-630
-81,-974
-993,-302
192,124
130,-754
567,-753
314,-445
-736,263
100,535
623,310
134,119
-489,140
399,602
-1,258
-64,-620
834,530
94,720
-531,668
904,-229
-60,253
716,-280
776,525
-310,-676
239,320
927,-60
51,269
887,541
861,-680
372,-871
-139,145
-201,-733
733,74
46,-856
-257,-665
543,-50
-207,-548
178,-737
-638,397
537,135
922,-54
-148,-722
-539,-378
409,889
820,-331
-677,-312
419,-675
-180,494
195,-383
281,-609
969,-989
600,834
